human_fairness,human_acc,systemic,frank_fairness,frank_acc,rules_count,past_count,ok_count,no_count,xai_ok,xai_no,skept_count,agree_count,disagree_count
0.0,1.0,0,0.10614621750869085,0.7250542299349241,0,0,0,0,0,0,0,1,0
0.0,1.0,0,0.10614621750869085,0.7250542299349241,0,0,0,0,0,0,0,2,0
0.0,1.0,0,0.11598228308246133,0.7255965292841648,0,0,0,0,0,0,0,2,1
0.0,1.0,0,0.10177463280923726,0.7250542299349241,0,0,0,0,0,0,0,3,1
0.0,1.0,0,0.09847947437458454,0.7277657266811279,0,0,0,0,0,0,0,4,1
0.2,1.0,0,0.09629368202485777,0.7288503253796096,0,0,0,0,0,0,0,5,1
0.2,1.0,0,0.09629368202485777,0.7288503253796096,0,0,0,0,0,0,0,6,1
0.2,1.0,0,0.09629368202485777,0.7288503253796096,0,0,0,0,0,0,0,6,1
0.2,1.0,0,0.09518431593993187,0.7283080260303688,0,0,1,0,0,0,1,6,1
0.3333333333333333,0.8888888888888888,0,0.09409141976506846,0.7277657266811279,0,0,2,0,0,0,2,6,1
0.2857142857142857,0.9,0,0.0919056274153417,0.7266811279826464,0,0,2,0,0,0,2,7,1
0.25,0.9090909090909091,0,0.08864340880081406,0.7261388286334056,0,0,2,0,0,0,2,8,1
0.2222222222222222,0.9166666666666666,0,0.08755051262595065,0.7255965292841648,0,0,3,0,0,0,3,8,1
0.2,0.8461538461538461,0,0.0864576164510873,0.7261388286334056,0,0,3,0,0,0,3,9,1
-0.04999999999999999,0.7857142857142857,0,0.08647408636114984,0.7272234273318872,0,0,3,1,0,4,4,9,1
0.0,0.7333333333333333,0,0.08538119018628648,0.7266811279826464,0,0,3,1,0,4,4,10,1
0.033333333333333354,0.75,0,0.0853482503661614,0.7266811279826464,0,0,3,1,0,4,4,11,1
-0.08571428571428569,0.7058823529411765,0,0.08428829401142307,0.7272234273318872,0,0,3,1,0,4,4,12,1
-0.175,0.7222222222222222,0,0.08538119018628648,0.7266811279826464,0,0,3,2,0,8,5,12,1
-0.2444444444444444,0.7368421052631579,0,0.0864576164510873,0.7261388286334056,0,0,3,2,0,8,5,13,1
-0.2,0.7,0,0.08427182410136053,0.7272234273318872,0,0,3,2,0,8,5,14,1
-0.16363636363636364,0.7142857142857143,0,0.0853482503661614,0.7277657266811279,0,0,3,2,0,8,5,15,1
-0.18181818181818182,0.7272727272727273,0,0.08529884063597382,0.7255965292841648,0,0,3,2,0,8,5,15,2
-0.1515151515151515,0.7391304347826086,0,0.08852811943037642,0.7261388286334056,0,0,3,2,0,8,5,15,3
-0.1258741258741259,0.75,0,0.08745169316557555,0.7255965292841648,0,0,3,2,0,8,5,16,3
-0.14102564102564105,0.76,0,0.09182327786502908,0.7234273318872018,0,0,3,2,0,8,5,17,3
-0.1904761904761905,0.7307692307692307,0,0.09183974777509163,0.7245119305856833,0,0,3,2,0,8,5,18,3
-0.12637362637362637,0.7407407407407407,0,0.09510196638961926,0.7239696312364425,0,0,3,3,0,12,6,18,3
-0.10256410256410253,0.7142857142857143,0,0.0929161740398925,0.722885032537961,0,0,4,3,0,12,7,18,3
-0.11904761904761904,0.6896551724137931,0,0.07869205385660594,0.7190889370932755,0,0,4,3,0,12,7,19,3
-0.1333333333333333,0.7,0,0.0688559882828354,0.7196312364425163,0,0,4,3,0,12,7,19,4
-0.11249999999999999,0.7096774193548387,0,0.06450087349344441,0.7218004338394793,0,0,4,3,0,12,7,20,4
-0.15294117647058825,0.6875,0,0.06450087349344441,0.7218004338394793,0,0,4,3,0,12,7,21,4
-0.10294117647058826,0.696969696969697,0,0.06559376966830777,0.7234273318872018,0,0,4,3,0,12,7,21,5
-0.08333333333333331,0.6764705882352942,0,0.06559376966830777,0.7234273318872018,0,0,4,3,0,12,7,22,5
-0.11842105263157893,0.6571428571428571,0,0.06777956201803453,0.7255965292841648,0,0,4,3,0,12,7,23,5
-0.15000000000000002,0.6666666666666666,0,0.07001476409794888,0.7255965292841648,0,0,4,3,0,12,7,23,6
-0.13095238095238093,0.6486486486486487,0,0.07001476409794888,0.7255965292841648,0,0,4,3,0,12,7,24,6
-0.1456582633053221,0.6578947368421053,0,0.062364490873905165,0.722885032537961,0,0,4,3,0,12,7,25,6
-0.10317460317460314,0.6410256410256411,0,0.06784544165828466,0.7234273318872018,0,0,4,3,0,12,7,26,6
-0.08585858585858586,0.65,0,0.06784544165828466,0.7234273318872018,0,0,4,3,0,12,7,27,6
-0.07004830917874394,0.6585365853658537,0,0.06675254548342124,0.7239696312364425,0,0,4,3,0,12,7,28,6
-0.03203661327231122,0.6428571428571429,0,0.06456675313369448,0.7250542299349241,0,0,4,3,0,12,7,29,6
-0.05921052631578949,0.6511627906976745,0,0.0591846218096902,0.7245119305856833,0,0,4,3,0,12,7,30,6
-0.025000000000000022,0.6590909090909091,0,0.07450163816784017,0.7190889370932755,0,0,4,3,0,12,7,30,7
