human_fairness,human_acc,systemic,frank_fairness,frank_acc,rules_count,past_count,ok_count,no_count,xai_ok,xai_no,skept_count,agree_count,disagree_count
0.0,1.0,0,0.10614621750869085,0.7250542299349241,0,0,0,0,0,0,0,1,0
0.0,1.0,0,0.10614621750869085,0.7250542299349241,0,0,0,0,0,0,0,2,0
0.0,1.0,0,0.11598228308246133,0.7255965292841648,0,0,0,0,0,0,0,2,1
0.0,1.0,0,0.10177463280923726,0.7250542299349241,0,0,0,0,0,0,0,3,1
0.0,1.0,0,0.09847947437458454,0.7277657266811279,0,0,0,0,0,0,0,4,1
0.2,1.0,0,0.09629368202485777,0.7288503253796096,0,0,0,0,0,0,0,5,1
0.2,1.0,0,0.09629368202485777,0.7288503253796096,0,0,0,0,0,0,0,6,1
0.2,1.0,0,0.09629368202485777,0.7288503253796096,0,0,0,0,0,0,0,6,1
0.2,1.0,0,0.09518431593993187,0.7283080260303688,0,0,0,0,0,0,0,7,1
0.3333333333333333,0.8888888888888888,0,0.09409141976506846,0.7277657266811279,0,0,0,0,0,0,0,8,1
0.2857142857142857,0.9,0,0.0919056274153417,0.7266811279826464,0,0,0,0,0,0,0,9,1
0.25,0.9090909090909091,0,0.08864340880081406,0.7261388286334056,0,0,0,0,0,0,0,10,1
0.2222222222222222,0.9166666666666666,0,0.08755051262595065,0.7255965292841648,0,0,1,0,0,0,1,10,1
0.2,0.8461538461538461,0,0.0864576164510873,0.7261388286334056,0,0,1,0,0,0,1,11,1
0.2,0.8571428571428571,0,0.0864576164510873,0.7261388286334056,0,0,2,0,0,0,2,11,1
0.2,0.8,0,0.0864576164510873,0.7261388286334056,0,0,2,0,0,0,2,12,1
0.2,0.8125,0,0.08642467663096226,0.7261388286334056,0,0,2,0,0,0,2,13,1
0.05714285714285716,0.7647058823529411,0,0.08536472027622388,0.7266811279826464,0,0,2,0,0,0,2,14,1
0.07500000000000001,0.7222222222222222,0,0.08099313557677035,0.7255965292841648,0,0,3,0,0,0,3,14,1
-0.0222222222222222,0.7368421052631579,0,0.08206956184157121,0.7250542299349241,0,0,3,0,0,0,3,15,1
0.0,0.7,0,0.0809766656667078,0.7255965292841648,0,0,3,0,0,0,3,16,1
0.018181818181818188,0.7142857142857143,0,0.07988376949184445,0.7250542299349241,0,0,3,0,0,0,3,17,1
0.0,0.7272727272727273,0,0.07985082967171941,0.7250542299349241,0,0,3,0,0,0,3,17,2
0.015151515151515166,0.7391304347826086,0,0.08415653473092288,0.7239696312364425,0,0,3,0,0,0,3,17,3
0.02797202797202797,0.75,0,0.08417300464098537,0.722885032537961,0,0,3,0,0,0,3,18,3
0.012820512820512803,0.76,0,0.08963748551530232,0.7245119305856833,0,0,3,0,0,0,3,19,3
-0.047619047619047616,0.7307692307692307,0,0.0940255401248184,0.7266811279826464,0,0,3,0,0,0,3,20,3
-0.06043956043956042,0.7037037037037037,0,0.08965395542536486,0.7277657266811279,0,0,4,0,0,0,4,20,3
-0.11282051282051281,0.7142857142857143,0,0.0940255401248184,0.7277657266811279,0,0,4,0,0,0,4,20,4
-0.12380952380952381,0.6896551724137931,0,0.08526590081584878,0.7255965292841648,0,0,4,0,0,0,4,21,4
-0.13333333333333333,0.7,0,0.06996535436776136,0.7223427331887202,0,0,4,0,0,0,4,21,5
-0.11666666666666667,0.7096774193548387,0,0.06996535436776136,0.7223427331887202,0,0,4,0,0,0,4,22,5
-0.1607843137254902,0.6875,0,0.06888892810296049,0.722885032537961,0,0,4,0,0,0,4,23,5
-0.10661764705882354,0.696969696969697,0,0.07216761662755061,0.7234273318872018,0,0,4,0,0,0,4,23,6
-0.09027777777777779,0.6764705882352942,0,0.07324404289235148,0.722885032537961,0,0,4,0,0,0,4,24,6
-0.1282894736842105,0.6571428571428571,0,0.07329345262253906,0.7250542299349241,0,0,4,0,0,0,4,25,6
-0.16249999999999998,0.6666666666666666,0,0.07223349626780073,0.7245119305856833,0,0,4,0,0,0,4,25,7
-0.14583333333333331,0.6486486486486487,0,0.07223349626780073,0.7245119305856833,0,0,4,0,0,0,4,26,7
-0.15686274509803919,0.6578947368421053,0,0.08316245801643457,0.7277657266811279,0,0,4,0,0,0,4,27,7
-0.16666666666666666,0.6666666666666666,0,0.08096019575664531,0.7266811279826464,0,0,4,0,0,0,4,27,8
-0.15151515151515152,0.675,0,0.07771444705218017,0.7261388286334056,0,0,5,0,0,0,5,27,8
-0.13768115942028988,0.6829268292682927,0,0.0755286547024534,0.7272234273318872,0,0,5,0,0,0,5,28,8
-0.09382151029748287,0.6666666666666666,0,0.07988376949184445,0.7293926247288504,0,0,5,0,0,0,5,29,8
-0.12280701754385964,0.6744186046511628,0,0.0766544906974419,0.7299349240780911,0,0,5,0,0,0,5,30,8
-0.08333333333333331,0.6818181818181818,0,0.06792779120859732,0.7321041214750542,0,0,5,0,0,0,5,30,9
-0.047619047619047616,0.6888888888888889,0,0.07011358355832409,0.7321041214750542,0,0,5,0,0,0,5,31,9
