sex,age,household_position,household_size,prev_residence_place,citizenship,country_birth,edu_level,economic_status,cur_eco_activity,marital_status,proba_model,ground truth,expert prediction,machine prediction,occupation,provider
0,0.8181818181818182,0.109090909090909,0.2,1,0.0,0.0,0.4,0.0,0.9285714285714286,0.3333333333333333,0.8479253746036327,0,1,0,0,H
0,0.3636363636363636,0.109090909090909,0.9333333333333332,1,0.0,0.0,0.6,0.0,0.7142857142857143,0.3333333333333333,0.8129897070715421,0,1,0,0,M
0,0.0,0.0,0.9333333333333332,1,0.0,0.0,0.4,0.1111111111111111,0.75,0.0,0.9130162119426676,0,0,0,0,H
1,0.5454545454545454,0.9090909090909092,0.0,1,0.0,0.0,0.2,0.0,0.8571428571428571,0.0,0.7573088874255123,0,0,0,0,H
0,0.4545454545454545,0.109090909090909,0.1333333333333333,1,0.0,0.0,0.2,0.0,0.8571428571428571,0.3333333333333333,0.905536177704357,1,1,0,0,M
0,0.2727272727272727,1.0,0.1333333333333333,1,0.0,0.0,0.6,1.0,0.75,0.0,0.8169714259135293,1,0,1,1,M
0,0.6363636363636364,0.1,0.0666666666666666,1,0.0,1.0,0.6,0.0,0.75,0.3333333333333333,0.8743015915430796,0,1,0,0,H
0,0.1818181818181818,0.109090909090909,0.1333333333333333,1,0.0,0.0,0.4,0.0,0.9642857142857144,0.3333333333333333,0.915919205050542,0,0,0,0,H
1,0.7272727272727273,0.1,0.0666666666666666,1,0.0,0.0,0.2,0.0,0.8571428571428571,0.3333333333333333,0.8741138929658995,1,1,0,0,H
1,0.4545454545454545,0.9090909090909092,0.0,1,0.0,0.0,0.4,0.0,0.7857142857142857,1.0,0.6891409317545896,0,1,0,0,H
1,0.4545454545454545,0.0,0.0666666666666666,1,0.0,0.0,1.0,0.0,0.9285714285714286,0.0,0.6764080351212793,1,0,1,1,M
0,0.2727272727272727,0.109090909090909,0.2,1,0.0,0.5,0.4,0.0,0.7142857142857143,0.3333333333333333,0.7955560669641795,1,0,0,0,H
1,0.6363636363636364,0.1,0.0666666666666666,1,0.0,1.0,0.6,0.0,0.7142857142857143,0.3333333333333333,0.7955613066455756,0,0,0,0,H
1,0.3636363636363636,0.109090909090909,0.9333333333333332,1,0.0,0.0,0.4,0.0,0.0,0.3333333333333333,0.8290655864098329,0,1,0,0,H
1,0.3636363636363636,0.2727272727272727,0.0666666666666666,1,0.0,0.0,1.0,0.0,0.9285714285714286,1.0,0.9184354234476734,1,1,1,1,H
0,0.5454545454545454,0.1,0.0666666666666666,1,0.0,0.0,1.0,0.0,0.3928571428571428,0.3333333333333333,0.6130726835318995,1,1,1,1,H
0,0.3636363636363636,0.109090909090909,1.0,1,0.0,0.0,0.6,1.0,1.0,0.3333333333333333,0.8734881563222309,1,1,1,1,H
1,0.4545454545454545,0.9090909090909092,0.0,1,0.0,1.0,0.6,0.0,0.3928571428571428,0.0,0.7910922463087986,0,1,0,0,M
0,0.4545454545454545,0.109090909090909,0.2,1,0.0,0.0,0.6,0.0,0.7857142857142857,0.3333333333333333,0.7864272743952048,1,1,0,0,M
1,0.0909090909090909,0.9090909090909092,0.0,1,0.0,0.0,0.4,0.0,0.9642857142857144,0.0,0.6093336947935272,0,0,0,0,H
1,0.4545454545454545,0.9090909090909092,0.0,1,0.0,0.0,0.0,0.0,0.8928571428571429,0.0,0.8402784458898681,0,0,0,0,H
1,0.2727272727272727,0.109090909090909,0.9333333333333332,1,0.0,0.0,0.6,0.0,0.8214285714285714,0.3333333333333333,0.8678940420731573,0,0,0,0,H
1,0.4545454545454545,0.1909090909090909,0.0666666666666666,1,0.0,0.0,0.2,0.0,0.9642857142857144,1.0,0.8390098470393009,0,0,0,0,H
0,0.4545454545454545,0.109090909090909,1.0,1,0.0,0.0,0.8,0.0,0.9642857142857144,0.3333333333333333,0.7333353099797413,1,1,0,1,H
0,0.1818181818181818,0.2,0.1333333333333333,1,0.0,0.0,0.4,1.0,0.8571428571428571,0.0,0.8647276296734073,0,1,1,1,H
0,0.7272727272727273,0.109090909090909,0.9333333333333332,1,0.0,1.0,1.0,1.0,0.7142857142857143,0.3333333333333333,0.7450533484665826,1,1,1,1,H
1,0.5454545454545454,0.109090909090909,0.1333333333333333,1,0.0,0.0,0.6,0.0,0.7142857142857143,0.3333333333333333,0.8330154423353946,1,1,0,0,M
0,0.6363636363636364,0.109090909090909,0.2,1,0.0,0.0,0.4,0.0,0.3928571428571428,0.3333333333333333,0.8278484984254789,1,0,0,0,H
0,0.5454545454545454,0.2727272727272727,0.2,1,0.5,1.0,0.0,0.0,0.75,0.6666666666666666,0.8662637065167956,0,0,0,0,H
1,0.1818181818181818,0.1909090909090909,0.0666666666666666,1,0.0,0.0,1.0,0.0,0.7857142857142857,0.0,0.7689496590011866,1,1,1,1,H
1,0.2727272727272727,0.9090909090909092,0.0,1,0.0,0.0,0.8,0.0,0.8928571428571429,1.0,0.8444521215848139,1,1,1,1,H
0,0.2727272727272727,0.9090909090909092,0.0,2,0.0,0.0,0.6,0.0,1.0,1.0,0.6899641460499827,1,1,0,0,M
0,0.0909090909090909,0.1,0.0666666666666666,2,1.0,1.0,0.4,0.0,0.8571428571428571,0.3333333333333333,0.6041349174842329,0,0,0,0,H
0,0.7272727272727273,0.109090909090909,0.1333333333333333,1,0.0,0.0,0.4,0.0,0.8571428571428571,0.3333333333333333,0.8206098009389328,0,0,0,0,H
1,0.0909090909090909,0.0,0.1333333333333333,1,0.0,0.0,1.0,0.0,0.7857142857142857,0.0,0.5174315335364398,0,0,0,0,H
1,0.0909090909090909,0.9090909090909092,0.0,1,0.0,0.0,1.0,0.1111111111111111,0.9285714285714286,0.0,0.5207198529756941,1,1,0,1,H
0,0.0909090909090909,0.109090909090909,0.2,1,0.0,0.0,0.6,0.0,0.75,0.3333333333333333,0.8508854586257152,0,1,0,0,H
1,0.6363636363636364,0.9090909090909092,0.0,1,0.0,0.0,0.4,0.0,0.75,1.0,0.6252391677708737,0,1,0,1,H
0,0.5454545454545454,0.1,0.1333333333333333,1,0.0,0.0,0.6,0.0,0.8571428571428571,0.3333333333333333,0.8348831704306042,0,1,0,0,M
1,0.2727272727272727,0.109090909090909,0.2,1,0.0,1.0,0.2,0.0,0.9642857142857144,0.3333333333333333,0.9076500603556068,0,0,0,0,H
0,0.2727272727272727,0.1,0.0666666666666666,1,0.0,1.0,0.6,0.0,0.7857142857142857,0.3333333333333333,0.8480911010701712,0,0,0,0,H
1,0.7272727272727273,0.1,0.0666666666666666,1,0.0,1.0,0.6,0.0,0.9642857142857144,0.3333333333333333,0.8330759080779346,0,0,0,0,H
0,0.3636363636363636,0.109090909090909,1.0,1,0.0,0.0,0.6,1.0,0.4642857142857143,0.3333333333333333,0.8918482150195121,1,0,1,1,H
0,0.3636363636363636,0.0,0.1333333333333333,1,0.0,0.0,0.6,1.0,0.75,0.0,0.8246782050992989,1,0,1,1,H
0,0.7272727272727273,0.9090909090909092,0.0,1,0.0,0.0,0.6,0.0,0.4642857142857143,1.0,0.6122426654573119,1,1,0,0,M
0,0.4545454545454545,0.2,0.2,1,0.0,0.0,1.0,0.0,0.8571428571428571,0.0,0.7335552870205976,1,1,1,1,H
0,0.7272727272727273,0.109090909090909,0.1333333333333333,1,0.0,0.0,1.0,0.0,0.3928571428571428,0.3333333333333333,0.6075025993651222,1,0,1,0,H
0,0.0909090909090909,0.0,1.0,1,0.0,0.0,0.6,0.0,0.8571428571428571,0.0,0.8773351346674917,1,0,0,0,H
0,0.2727272727272727,0.2,0.1333333333333333,1,0.0,0.0,0.4,0.0,0.3928571428571428,0.0,0.9231802300409326,1,0,0,0,H
1,0.0909090909090909,0.0,0.9333333333333332,1,0.0,0.0,0.6,0.0,0.9642857142857144,0.0,0.8277871398605753,0,0,0,0,H
0,0.5454545454545454,0.2727272727272727,0.0666666666666666,1,0.0,0.0,0.4,0.0,0.3928571428571428,0.3333333333333333,0.897028516063304,1,1,0,0,H
0,0.2727272727272727,0.109090909090909,0.1333333333333333,1,0.0,0.0,1.0,0.0,0.7857142857142857,0.3333333333333333,0.5046070276321898,0,1,1,0,H
1,0.4545454545454545,0.109090909090909,0.9333333333333332,1,0.0,0.0,0.8,0.0,0.8214285714285714,0.3333333333333333,0.6665415387070422,0,1,0,0,M
1,0.5454545454545454,0.109090909090909,1.0,1,0.0,0.0,0.2,1.0,0.0,0.3333333333333333,0.8399540141271118,1,1,1,1,H
1,0.4545454545454545,0.2,0.2,2,0.5,0.5,0.8,0.0,0.8571428571428571,0.3333333333333333,0.5826196882559254,0,0,1,0,H
1,0.3636363636363636,0.1,0.0666666666666666,1,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.8184451186479044,1,1,1,1,H
0,0.3636363636363636,1.0,0.1333333333333333,1,0.0,0.0,0.6,1.0,1.0,0.0,0.8484747157913405,0,0,1,1,M
1,0.2727272727272727,0.2727272727272727,0.0666666666666666,1,0.0,0.0,1.0,0.0,0.8214285714285714,0.0,0.8303991336242081,1,1,1,1,H
0,0.5454545454545454,0.109090909090909,0.1333333333333333,1,0.0,0.0,0.8,0.0,0.8928571428571429,0.3333333333333333,0.617419551390632,1,1,0,1,H
1,0.0909090909090909,0.1909090909090909,0.0666666666666666,1,0.0,0.0,1.0,0.1111111111111111,0.7142857142857143,0.0,0.6061727505076395,0,0,0,0,H
0,0.5454545454545454,0.9090909090909092,0.0,1,0.0,0.5,0.6,0.0,0.3928571428571428,0.0,0.887939674436584,0,1,0,0,H
0,0.4545454545454545,0.109090909090909,0.9333333333333332,1,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.8765831210569007,1,1,1,1,H
1,0.5454545454545454,0.1,0.0666666666666666,1,0.0,0.5,0.6,0.0,0.9285714285714286,0.3333333333333333,0.8133047420985856,0,1,0,0,M
0,0.7272727272727273,0.9090909090909092,0.0,1,0.0,0.0,0.4,1.0,1.0,0.0,0.8139575356035345,1,1,1,1,H
1,0.5454545454545454,0.1909090909090909,0.0666666666666666,1,0.0,0.0,0.8,0.0,0.9285714285714286,0.0,0.70462797913816,0,0,1,1,M
1,0.3636363636363636,0.109090909090909,0.2,1,0.5,0.5,0.6,0.0,0.9642857142857144,0.3333333333333333,0.8596570201235451,0,0,0,0,H
1,0.5454545454545454,0.1909090909090909,0.0666666666666666,1,0.0,1.0,0.4,0.0,0.9642857142857144,1.0,0.7743425060724911,0,0,0,0,H
1,0.0909090909090909,0.9090909090909092,0.0,1,0.0,0.0,0.8,0.1111111111111111,0.8928571428571429,0.0,0.5719693550862205,0,0,0,0,H
0,0.0909090909090909,0.0,1.0,1,0.0,0.0,0.2,0.0,0.75,0.0,0.8800126889670987,0,1,0,0,M
1,0.2727272727272727,0.0,0.0666666666666666,1,0.0,0.0,1.0,0.0,0.9285714285714286,0.0,0.5408066512724786,1,1,1,1,H
1,1.0,0.1,0.0666666666666666,1,0.0,0.0,0.2,0.0,0.75,0.3333333333333333,0.8447723838478004,0,1,0,0,H
0,0.4545454545454545,0.2,0.2,1,0.0,0.0,0.2,0.0,0.7142857142857143,1.0,0.8378873787487447,0,0,0,0,H
1,0.1818181818181818,0.1,0.0666666666666666,1,0.0,0.0,0.6,0.0,0.9285714285714286,0.3333333333333333,0.8579920314862494,0,1,0,1,H
1,0.3636363636363636,0.1,0.0666666666666666,1,0.0,0.0,0.6,1.0,0.0,0.3333333333333333,0.8222214310868897,1,0,1,1,H
0,0.0909090909090909,0.9090909090909092,0.0,1,0.0,0.0,0.2,0.0,0.7857142857142857,0.0,0.7888913755338127,0,0,0,0,H
1,0.1818181818181818,1.0,0.2,1,0.0,0.0,1.0,0.0,0.8928571428571429,0.0,0.8108825109298425,1,0,1,1,H
0,0.0,0.0,0.2,2,0.0,0.0,0.4,0.1111111111111111,0.75,0.0,0.7973794246558271,0,1,0,1,H
0,0.5454545454545454,0.109090909090909,0.2,1,0.0,0.0,0.4,0.0,0.3928571428571428,0.3333333333333333,0.8707019335140808,1,1,0,0,H
1,0.0,0.0,0.9333333333333332,2,0.0,0.0,0.6,0.1111111111111111,0.7142857142857143,0.0,0.8715903959004913,0,1,0,0,M
1,0.4545454545454545,0.109090909090909,0.2,1,0.0,0.0,0.6,1.0,0.7142857142857143,0.3333333333333333,0.8693747763092639,0,0,1,1,H
1,0.7272727272727273,0.109090909090909,0.2,1,0.0,0.0,0.6,0.0,0.7857142857142857,0.3333333333333333,0.853938952808504,0,1,0,1,H
0,1.0,0.1,0.0666666666666666,1,0.0,0.0,0.2,0.0,0.8571428571428571,0.3333333333333333,0.8297963278988844,0,0,0,0,H
1,0.5454545454545454,0.2727272727272727,0.1333333333333333,1,0.0,1.0,0.2,0.0,0.8571428571428571,1.0,0.7977133742042415,0,0,0,0,H
0,0.4545454545454545,0.9090909090909092,0.0,1,0.0,0.0,0.2,0.0,1.0,0.0,0.7978690875604023,0,0,0,0,H
