sex,race,juv_fel_count,priors_count,juv_other_count,juv_misd_count,c_charge_degree,age,did_recid
0,0,-0.16978739771100124,0.17217536261360677,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,0.10731850757020978,0
-2,0,-0.16978739771100124,1.147056235816277,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,-0.39310522362228795,0
0,0,-0.16978739771100124,2.3169132836594817,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,0.35753037316645864,0
0,0,-0.16978739771100124,-0.6077293359485295,-0.30367516209661966,-0.27709718904613856,-0.6706343693366251,0.6077422387627075,0
0,0,-0.16978739771100124,-0.8027055105890636,-0.30367516209661966,-0.27709718904613856,2.524459376002873,-1.1437408204110344,0
0,0,-0.16978739771100124,0.5621277118946749,-0.30367516209661966,-0.27709718904613856,1.4594281275563736,0.023914552371460156,0
0,0,-0.16978739771100124,0.757103886535209,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,0.6077422387627075,1
0,-1,-0.16978739771100124,-0.21777698666746137,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,0.1907224627689594,0
0,0,-0.16978739771100124,-0.0228008120269273,-0.30367516209661966,2.344517351291089,0.39439687910987425,-0.30970126842353835,0
0,0,-0.16978739771100124,-0.6077293359485295,-0.30367516209661966,-0.27709718904613856,-0.6706343693366251,0.6077422387627075,1
-2,-2,-0.16978739771100124,-0.41275316130799544,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,0.27412641796770904,0
0,0,-0.16978739771100124,1.7319847597378795,-0.30367516209661966,-0.27709718904613856,-0.6706343693366251,2.3592252979364496,0
0,0,-0.16978739771100124,-0.8027055105890636,-0.30367516209661966,-0.27709718904613856,1.4594281275563736,-1.2271447756097842,0
0,0,-0.16978739771100124,-0.8027055105890636,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,1.4417817907502037,1
0,0,2.830164768467481,-0.6077293359485295,-0.30367516209661966,-0.27709718904613856,1.4594281275563736,-1.3105487308085337,0
-2,-3,-0.16978739771100124,-0.8027055105890636,-0.30367516209661966,-0.27709718904613856,1.4594281275563736,-1.1437408204110344,0
-2,0,-0.16978739771100124,-0.6077293359485295,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,-0.22629731322478872,0
0,0,-0.16978739771100124,0.9520800611757431,-0.30367516209661966,-0.27709718904613856,1.4594281275563736,0.10731850757020978,1
-2,0,-0.16978739771100124,-0.8027055105890636,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,-0.8935289548147857,0
-2,0,-0.16978739771100124,-0.6077293359485295,-0.30367516209661966,-0.27709718904613856,1.4594281275563736,-1.3939526860072833,1
0,-1,-0.16978739771100124,2.901841807581084,-0.30367516209661966,2.344517351291089,0.39439687910987425,-0.39310522362228795,1
-2,-2,-0.16978739771100124,-0.6077293359485295,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,0.6077422387627075,0
0,-1,-0.16978739771100124,-0.8027055105890636,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,-1.0603368652122849,0
0,0,-0.16978739771100124,-0.21777698666746137,-0.30367516209661966,-0.27709718904613856,-1.7356656177831247,-0.14289335802603909,0
-2,0,-0.16978739771100124,-0.8027055105890636,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,2.3592252979364496,0
0,-1,-0.16978739771100124,-0.6077293359485295,-0.30367516209661966,-0.27709718904613856,-1.7356656177831247,-0.5599131340197872,0
-2,0,-0.16978739771100124,-0.21777698666746137,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,-0.810124999616036,1
0,0,-0.16978739771100124,-0.41275316130799544,-0.30367516209661966,-0.27709718904613856,-0.6706343693366251,1.9422055219427015,1
-2,0,-0.16978739771100124,-0.41275316130799544,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,1.1915699251539549,0
0,0,-0.16978739771100124,-0.8027055105890636,3.1736009429410688,-0.27709718904613856,-0.6706343693366251,-0.8935289548147857,0
0,-2,-0.16978739771100124,-0.8027055105890636,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,1.3583778355514542,1
0,0,-0.16978739771100124,-0.6077293359485295,1.4349628904222245,2.344517351291089,0.39439687910987425,-1.3105487308085337,1
0,-2,-0.16978739771100124,-0.8027055105890636,-0.30367516209661966,-0.27709718904613856,1.4594281275563736,-0.22629731322478872,0
-2,0,-0.16978739771100124,0.17217536261360677,-0.30367516209661966,-0.27709718904613856,1.4594281275563736,3.2766688051226955,0
0,-2,-0.16978739771100124,-0.6077293359485295,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,-0.8935289548147857,1
0,-2,-0.16978739771100124,-0.8027055105890636,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,-1.1437408204110344,0
0,0,-0.16978739771100124,6.216436776470164,-0.30367516209661966,-0.27709718904613856,0.39439687910987425,1.4417817907502037,1
