age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
0.4794520547945205,0.3333333333333333,0.6,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.3979591836734694,1.0,0
0.4931506849315068,0.3333333333333333,0.8666666666666667,0.0,0.15384615384615385,0.0,0.5,0.0,0.04386043860438604,0.0,0.3979591836734694,0.05,1
0.1506849315068493,0.16666666666666666,0.5333333333333333,1.0,0.23076923076923078,1.0,0.0,0.0,0.0,0.0,0.3979591836734694,1.0,0
0.4931506849315068,0.5,0.5333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3979591836734694,1.0,0
0.3150684931506849,0.16666666666666666,0.9333333333333333,1.0,0.15384615384615385,1.0,0.0,0.0,0.0,0.5610651974288338,0.4489795918367347,1.0,1
0.2465753424657534,0.3333333333333333,0.5333333333333333,0.16666666666666666,1.0,0.5,0.0,1.0,0.0,0.0,0.3979591836734694,1.0,0
0.3424657534246575,0.3333333333333333,0.6,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.8979591836734694,1.0,1
0.1095890410958904,0.16666666666666666,0.8,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.3979591836734694,1.0,0
0.2054794520547945,0.3333333333333333,0.4,1.0,0.38461538461538464,0.5,0.0,0.0,0.0,0.0,0.3979591836734694,1.0,0
0.1506849315068493,0.3333333333333333,0.6666666666666666,0.0,0.07692307692307693,0.25,0.0,1.0,0.0,0.0,0.29591836734693877,0.375,0
0.2191780821917808,0.3333333333333333,0.8,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0
0.0821917808219178,0.0,0.8,1.0,0.15384615384615385,1.0,0.0,1.0,0.0,0.0,0.3163265306122449,1.0,0
0.1917808219178082,0.3333333333333333,0.5333333333333333,0.16666666666666666,0.38461538461538464,1.0,0.0,0.0,0.0,0.0,0.5510204081632653,1.0,0
0.2054794520547945,0.3333333333333333,0.4,1.0,0.6923076923076923,1.0,0.5,0.0,0.0,0.0,0.3979591836734694,0.05,0
0.1095890410958904,0.0,0.8,1.0,0.15384615384615385,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0
0.1780821917808219,0.3333333333333333,0.8,1.0,0.5384615384615384,1.0,0.0,1.0,0.0,0.0,0.3979591836734694,1.0,0
0.3424657534246575,0.3333333333333333,0.6666666666666666,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.29591836734693877,1.0,0
0.2054794520547945,0.3333333333333333,0.8,1.0,0.15384615384615385,1.0,0.0,1.0,0.0,0.0,0.4489795918367347,1.0,0
0.6438356164383562,0.3333333333333333,0.3333333333333333,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.3979591836734694,1.0,1
0.3561643835616438,0.3333333333333333,0.7333333333333333,0.16666666666666666,0.6923076923076923,1.0,0.0,0.0,0.0,0.5610651974288338,0.7040816326530612,1.0,1
0.0958904109589041,0.3333333333333333,0.5333333333333333,0.5,0.5384615384615384,0.75,1.0,1.0,0.0,0.0,0.3979591836734694,1.0,0
0.2191780821917808,0.3333333333333333,0.5333333333333333,0.16666666666666666,0.23076923076923078,0.75,0.0,1.0,0.0,0.0,0.29591836734693877,1.0,0
0.2876712328767123,0.3333333333333333,0.6666666666666666,0.16666666666666666,1.0,0.75,0.25,1.0,0.0,0.0,0.3979591836734694,1.0,0
0.6986301369863014,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.23076923076923078,0.75,0.25,1.0,0.0,0.0,0.19387755102040816,1.0,0
0.2328767123287671,0.6666666666666666,0.8,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.4489795918367347,0.075,1
0.0410958904109589,0.3333333333333333,0.13333333333333333,1.0,0.07692307692307693,0.75,0.0,0.0,0.0,0.0,0.3979591836734694,0.575,0
0.2876712328767123,0.5,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3979591836734694,1.0,1
0.5205479452054794,0.3333333333333333,0.8,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.6020408163265306,1.0,1
0.0684931506849315,0.3333333333333333,0.8,1.0,0.3076923076923077,1.0,0.0,0.0,0.0,0.0,0.4489795918367347,1.0,0
0.1643835616438356,0.3333333333333333,0.5333333333333333,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0
0.3972602739726027,0.3333333333333333,0.5333333333333333,0.16666666666666666,0.5384615384615384,0.75,0.0,0.0,0.0,0.0,0.37755102040816324,1.0,0
0.2191780821917808,0.3333333333333333,0.2,1.0,0.23076923076923078,0.75,0.25,1.0,0.0,0.0,0.1326530612244898,0.8,0
0.136986301369863,0.3333333333333333,0.8,1.0,0.6153846153846154,0.75,0.0,0.0,0.0,0.0,0.5,1.0,0
0.0958904109589041,0.3333333333333333,0.6,1.0,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.3877551020408163,1.0,0
0.2191780821917808,0.3333333333333333,0.5333333333333333,1.0,0.46153846153846156,1.0,0.0,0.0,0.0,0.0,0.19387755102040816,1.0,0
0.1917808219178082,0.3333333333333333,0.7333333333333333,1.0,1.0,1.0,0.0,0.0,0.022020220202202023,0.0,0.37755102040816324,1.0,0
0.1780821917808219,0.3333333333333333,0.5333333333333333,0.0,0.23076923076923078,0.0,0.25,0.0,0.0,0.0,0.24489795918367346,1.0,0
0.2465753424657534,0.3333333333333333,0.5333333333333333,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.3979591836734694,1.0,1
0.1232876712328767,0.3333333333333333,0.6,1.0,0.0,0.5,0.25,1.0,0.0,0.0,0.3979591836734694,1.0,0
