sex,prev_residence_place,cur_eco_activity,marital_status,edu_level,economic_status,country_birth,household_size,citizenship,age,household_position,expert prediction,machine prediction,ground truth,proba_model,occupation,provider
0,1,0.8214285714285714,0.0,0.8,0.1111111111111111,0.0,0.13333333333333333,0.0,0.09090909090909091,0.0,0,0,0,0.718397620505699,0,H
0,1,0.8571428571428571,1.0,1.0,0.0,0.0,0.2,0.0,0.45454545454545453,0.2,1,1,1,0.7918967384230862,1,H
1,1,0.75,0.3333333333333333,0.4,1.0,0.0,0.06666666666666667,0.0,0.36363636363636365,0.1,1,1,1,0.9400771506470146,1,H
1,2,0.8571428571428571,0.0,1.0,0.0,0.0,0.06666666666666667,0.0,0.09090909090909091,0.19090909090909092,1,1,1,0.7441847838415071,1,H
0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.09090909090909091,0.9090909090909091,0,0,0,0.6400451608348996,0,H
0,1,0.8214285714285714,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.9090909090909091,1,1,1,0.7161758640032382,1,H
1,1,0.9642857142857143,0.6666666666666666,1.0,0.0,0.0,0.06666666666666667,0.0,0.6363636363636364,0.2727272727272727,1,1,1,0.8262628051272781,1,H
1,2,0.8571428571428571,0.0,0.2,0.0,0.5,0.06666666666666667,0.5,0.2727272727272727,0.19090909090909092,1,0,1,0.9179030643545576,0,H
0,1,0.8571428571428571,1.0,1.0,0.0,0.0,0.06666666666666667,0.0,0.2727272727272727,0.19090909090909092,1,1,1,0.8034235015453798,1,H
0,1,0.0,0.0,0.6,1.0,0.0,0.13333333333333333,0.0,0.5454545454545454,0.0,1,1,1,0.7713277119340044,1,H
0,1,0.7857142857142857,0.6666666666666666,0.2,1.0,0.0,0.06666666666666667,0.0,0.9090909090909091,0.19090909090909092,1,1,1,0.8688507623231487,1,H
0,1,1.0,0.3333333333333333,1.0,0.0,0.0,0.9333333333333333,0.0,0.5454545454545454,0.10909090909090909,0,1,0,0.8044403408406879,1,M
1,1,0.8571428571428571,0.0,0.6,0.1111111111111111,0.0,0.06666666666666667,0.0,0.09090909090909091,0.19090909090909092,1,0,1,0.901399445378358,0,M
0,1,0.7857142857142857,0.3333333333333333,0.6,0.0,0.0,0.06666666666666667,0.5,0.36363636363636365,0.1,1,0,1,0.81748072456554,0,M
1,1,1.0,0.3333333333333333,0.8,1.0,0.0,0.2,0.0,0.45454545454545453,0.10909090909090909,1,1,1,0.8856561722355926,1,H
