age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,proba_model,ground truth,expert prediction,machine prediction,class,provider
0.5342465753424658,0.0,0.5333333333333333,0.16666666666666666,1.0,1.0,0.0,1.0,0.0,0.0,0.3979591836734694,1.0,0.7885734326517946,0,1,0,0,H
0.1643835616438356,0.3333333333333333,0.4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3979591836734694,1.0,0.6323615673876593,0,1,0,0,M
0.0821917808219178,0.3333333333333333,0.6,1.0,0.07692307692307693,0.5,0.0,0.0,0.0,0.0,0.6020408163265306,1.0,0.5264492293974272,0,0,0,0,H
0.2191780821917808,0.5,0.8,1.0,0.15384615384615385,1.0,0.0,1.0,0.0,0.0,0.3979591836734694,1.0,0.7725070031856998,0,1,0,0,M
0.4383561643835616,0.3333333333333333,0.6,0.8333333333333334,0.0,1.0,0.0,1.0,0.0,0.0,0.3979591836734694,1.0,0.6250169152938225,1,1,0,0,H
0.2054794520547945,0.3333333333333333,1.0,1.0,0.15384615384615385,1.0,0.0,0.0,0.0,0.0,0.3979591836734694,1.0,0.6449756906671624,1,0,0,0,H
0.0273972602739726,0.3333333333333333,0.5333333333333333,1.0,0.5384615384615384,0.5,0.0,0.0,0.0,0.0,0.3469387755102041,1.0,0.7441292292003885,0,1,0,0,H
0.5342465753424658,0.16666666666666666,0.6,0.3333333333333333,0.15384615384615385,1.0,0.25,0.0,0.0,0.0,0.5,1.0,0.6226048801366464,0,0,0,0,H
0.3972602739726027,0.6666666666666666,0.8666666666666667,0.16666666666666666,0.0,0.75,0.0,1.0,0.0,0.0,0.6530612244897959,1.0,0.7795503402964468,1,1,0,0,H
0.3561643835616438,0.3333333333333333,0.8,0.5,0.0,0.75,0.0,0.0,0.08614086140861409,0.0,0.3979591836734694,1.0,0.5417060101502076,1,0,1,1,H
0.4931506849315068,0.3333333333333333,0.6,0.16666666666666666,0.15384615384615385,1.0,0.0,1.0,0.0,0.0,0.3979591836734694,1.0,0.6537870783388157,0,1,0,0,H
0.4931506849315068,0.5,0.5333333333333333,0.0,1.0,0.0,0.25,0.0,0.0,0.45385674931129477,0.3979591836734694,1.0,0.7161583974222471,1,0,0,0,H
0.0410958904109589,0.3333333333333333,0.5333333333333333,1.0,0.3076923076923077,0.5,1.0,0.0,0.0,0.0,0.3979591836734694,0.1,0.6620393178518539,0,0,0,0,H
0.3150684931506849,0.6666666666666666,0.5333333333333333,0.16666666666666666,0.6923076923076923,0.5,0.0,1.0,0.0,0.0,0.3979591836734694,0.1,0.8678545819907176,0,1,0,0,M
0.3287671232876712,0.6666666666666666,0.5333333333333333,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.3979591836734694,1.0,0.6763234517882573,0,0,0,0,H
0.0684931506849315,0.6666666666666666,0.6,1.0,0.7692307692307693,0.5,0.0,0.0,0.0,0.0,0.3979591836734694,1.0,0.7968464057358177,0,0,0,0,H
0.3835616438356164,0.3333333333333333,0.8,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.6020408163265306,1.0,0.5316045022744984,1,1,0,1,H
0.5616438356164384,0.3333333333333333,1.0,1.0,0.15384615384615385,1.0,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.6168929961376587,0,1,0,0,H
0.4246575342465753,0.6666666666666666,0.8666666666666667,0.16666666666666666,0.15384615384615385,0.75,0.0,1.0,0.0,0.0,0.8061224489795918,1.0,0.6338410648740745,0,0,0,1,H
0.0821917808219178,0.3333333333333333,0.8,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.3979591836734694,1.0,0.5418441214180146,0,0,0,1,H
0.5068493150684932,0.3333333333333333,0.5333333333333333,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.4489795918367347,1.0,0.5879412749813296,0,0,0,0,H
0.5616438356164384,0.3333333333333333,0.4,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.3979591836734694,1.0,0.6126680124701533,0,0,0,0,H
0.3972602739726027,0.3333333333333333,0.4,0.16666666666666666,0.07692307692307693,0.75,0.25,1.0,0.0,0.0,0.3979591836734694,1.0,0.6532115839048284,0,0,0,0,H
0.0684931506849315,0.3333333333333333,0.5333333333333333,1.0,0.3076923076923077,1.0,0.0,1.0,0.0,0.0,0.3673469387755102,1.0,0.7861558669358787,0,1,0,0,H
0.4246575342465753,0.3333333333333333,0.6666666666666666,0.16666666666666666,1.0,0.75,0.0,1.0,0.0,0.0,0.3979591836734694,1.0,0.8125908339418487,0,1,0,0,H
0.1780821917808219,0.3333333333333333,0.9333333333333333,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.6020408163265306,1.0,0.5047456530012039,1,1,0,1,H
0.0273972602739726,0.3333333333333333,0.6,1.0,0.23076923076923078,0.5,0.0,1.0,0.0,0.0,0.11224489795918367,1.0,0.6830007405931531,0,0,0,0,H
0.2876712328767123,0.3333333333333333,0.8,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5053673726307579,1,0,1,1,H
0.0958904109589041,0.3333333333333333,0.7333333333333333,0.16666666666666666,0.23076923076923078,1.0,0.0,1.0,0.0,0.0,0.21428571428571427,1.0,0.7413691365328041,0,0,0,0,H
0.5753424657534246,0.6666666666666666,0.8666666666666667,0.16666666666666666,0.15384615384615385,1.0,0.0,0.0,0.0,0.0,0.3979591836734694,1.0,0.5255249831765132,1,1,0,0,H
0.0547945205479452,0.3333333333333333,0.6,1.0,1.0,0.75,0.25,1.0,0.0,0.0,0.3979591836734694,1.0,0.7660221920620676,0,0,0,1,H
0.3561643835616438,0.16666666666666666,0.8,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.20408163265306123,1.0,0.6252007036573458,0,0,0,0,H
