age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,proba_model,ground truth,expert prediction,machine prediction,class,provider
0.3150684931506849,0.0,0.8,0.0,0.15384615384615385,0.75,0.0,0.0,0.0,0.0,0.3979591836734694,1.0,0.7104242823459909,0,0,0,0,H
0.4794520547945205,0.4,0.5333333333333333,0.8333333333333334,1.0,1.0,0.0,1.0,0.0,0.0,0.3979591836734694,1.0,0.9445311463075279,0,0,0,0,H
0.0547945205479452,0.4,0.5333333333333333,1.0,1.0,0.75,0.25,1.0,0.0,0.0,0.3979591836734694,1.0,0.9825342968572506,0,0,0,0,H
0.3013698630136986,0.4,0.6,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.5510204081632653,1.0,0.5026953022187174,0,0,0,0,H
0.5205479452054794,0.4,0.3333333333333333,0.0,0.23076923076923078,0.25,0.25,1.0,0.0,0.0,0.3979591836734694,1.0,0.7140638416105611,0,0,0,0,H
0.4794520547945205,0.4,0.8,0.16666666666666666,0.3076923076923077,1.0,0.0,0.0,0.0,0.0,0.6020408163265306,1.0,0.736829762464097,0,0,0,0,H
0.1506849315068493,0.4,0.5333333333333333,1.0,0.07692307692307693,0.5,0.25,0.0,0.0,0.0,0.3979591836734694,1.0,0.9729348707580919,0,0,0,0,H
0.1232876712328767,0.4,0.8,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.24489795918367346,1.0,0.9571036619935535,0,0,0,0,H
0.2054794520547945,0.4,0.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6020408163265306,1.0,0.9002715823759976,0,0,0,0,H
0.3835616438356164,0.4,0.4,0.16666666666666666,1.0,0.75,0.0,1.0,0.0,0.0,0.15306122448979592,1.0,0.875514028824708,0,1,0,0,M
0.6164383561643836,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3979591836734694,1.0,0.5053711583805572,1,1,0,1,H
0.2876712328767123,0.6,0.6,0.0,0.23076923076923078,0.0,0.25,0.0,0.0,0.0,0.3979591836734694,1.0,0.6068308117108522,0,0,0,0,H
0.4246575342465753,0.4,0.5333333333333333,1.0,1.0,1.0,0.0,1.0,0.024630246302463025,0.0,0.3979591836734694,1.0,0.7330769707262504,0,0,0,0,H
0.136986301369863,0.8,0.6,1.0,0.7692307692307693,1.0,0.0,0.0,0.0,0.6057561770295954,0.3979591836734694,1.0,0.8334339168985752,1,1,0,0,M
0.6164383561643836,0.4,0.6,0.8333333333333334,0.0,1.0,0.0,1.0,0.0,0.0,0.15306122448979592,1.0,0.9519510030640486,0,0,0,0,H
0.0,0.4,0.3333333333333333,1.0,0.07692307692307693,0.5,0.0,0.0,0.0,0.0,0.19387755102040816,1.0,0.9805689064983729,0,0,0,0,H
0.1917808219178082,0.4,0.6,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6053667427525957,1,1,0,0,H
0.3287671232876712,1.0,0.9333333333333333,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.6020408163265306,1.0,0.504086048331183,1,1,1,1,H
0.2602739726027397,0.4,1.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.5,0.175,0.6308922114291402,0,0,1,0,H
0.1506849315068493,0.4,0.5333333333333333,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5496410402233487,0,0,0,0,H
0.6164383561643836,0.6,0.5333333333333333,0.8333333333333334,0.0,1.0,0.0,1.0,0.0,0.0,0.35714285714285715,1.0,0.942496831609654,0,0,0,0,H
0.0547945205479452,0.4,0.6666666666666666,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.3979591836734694,1.0,0.9853245790007104,0,0,0,0,H
0.4246575342465753,0.4,0.6,0.16666666666666666,1.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.8959441238454653,0,0,0,0,H
