age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,proba_model,ground truth,expert prediction,machine prediction,class,provider
0.3150684931506849,0.0,0.8,0.0,0.15384615384615385,0.75,0.0,0.0,0.0,0.0,0.3979591836734694,1.0,0.7104242823459909,0,0,0,0,H
0.4794520547945205,0.3333333333333333,0.5333333333333333,0.8333333333333334,1.0,1.0,0.0,1.0,0.0,0.0,0.3979591836734694,1.0,0.9444993066082104,0,1,0,0,M
0.0547945205479452,0.3333333333333333,0.5333333333333333,1.0,1.0,0.75,0.25,1.0,0.0,0.0,0.3979591836734694,1.0,0.9871507890505504,0,1,0,0,M
0.3013698630136986,0.3333333333333333,0.6,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.5510204081632653,1.0,0.5353486131335665,0,0,1,0,H
0.5205479452054794,0.3333333333333333,0.3333333333333333,0.0,0.23076923076923078,0.25,0.25,1.0,0.0,0.0,0.3979591836734694,1.0,0.710416128464041,0,0,0,0,H
0.4794520547945205,0.3333333333333333,0.8,0.16666666666666666,0.3076923076923077,1.0,0.0,0.0,0.0,0.0,0.6020408163265306,1.0,0.6606719785285342,0,0,0,0,H
0.1506849315068493,0.3333333333333333,0.5333333333333333,1.0,0.07692307692307693,0.5,0.25,0.0,0.0,0.0,0.3979591836734694,1.0,0.9758280364210821,0,1,0,0,M
0.1232876712328767,0.3333333333333333,0.8,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.24489795918367346,1.0,0.9146784861122901,0,1,0,0,M
0.2054794520547945,0.3333333333333333,0.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6020408163265306,1.0,0.8331942400609716,0,0,0,0,H
0.3835616438356164,0.3333333333333333,0.4,0.16666666666666666,1.0,0.75,0.0,1.0,0.0,0.0,0.15306122448979592,1.0,0.8913083684278212,0,0,0,0,H
0.6164383561643836,0.3333333333333333,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3979591836734694,1.0,0.5534072098823466,1,0,1,1,H
0.2876712328767123,0.5,0.6,0.0,0.23076923076923078,0.0,0.25,0.0,0.0,0.0,0.3979591836734694,1.0,0.577971266773199,0,1,0,0,H
0.4246575342465753,0.3333333333333333,0.5333333333333333,1.0,1.0,1.0,0.0,1.0,0.024630246302463025,0.0,0.3979591836734694,1.0,0.7056145722997282,0,1,0,0,H
0.136986301369863,0.6666666666666666,0.6,1.0,0.7692307692307693,1.0,0.0,0.0,0.0,0.5121671258034894,0.3979591836734694,1.0,0.8083468547699055,1,1,0,0,M
0.6164383561643836,0.3333333333333333,0.6,0.8333333333333334,0.0,1.0,0.0,1.0,0.0,0.0,0.15306122448979592,1.0,0.9537798822826745,0,1,0,0,H
0.0,0.3333333333333333,0.3333333333333333,1.0,0.07692307692307693,0.5,0.0,0.0,0.0,0.0,0.19387755102040816,1.0,0.9549898511795131,0,0,0,0,H
0.1917808219178082,0.3333333333333333,0.6,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.684015159386548,1,1,0,0,H
0.3287671232876712,0.8333333333333334,0.9333333333333333,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.6020408163265306,1.0,0.5153714445432463,1,1,1,1,H
0.2602739726027397,0.3333333333333333,1.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.5,0.175,0.5670934860861349,0,1,1,0,H
0.1506849315068493,0.3333333333333333,0.5333333333333333,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6572681144261897,0,0,0,0,H
