sex,prev_residence_place,cur_eco_activity,marital_status,edu_level,economic_status,country_birth,household_size,citizenship,age,household_position,expert prediction,machine prediction,ground truth,proba_model,occupation,provider
1.0,1.0,0.75,0.3333333333333333,0.6,0.0,0.0,0.9333333333333332,0.0,0.4545454545454545,0.109090909090909,0,0,0,0.7863948535125809,0,H
1.0,1.0,0.8571428571428571,0.0,0.6,0.0,0.0,0.2,0.0,0.2727272727272727,0.2,0,0,0,0.9579081859061548,0,H
0.0,2.0,0.8571428571428571,0.0,0.6,0.1111111111111111,0.0,0.0666666666666666,0.0,0.0,0.1909090909090909,0,0,0,0.8450036135821933,0,H
1.0,1.0,0.9642857142857144,0.3333333333333333,0.6,0.0,1.0,0.1333333333333333,0.0,0.4545454545454545,0.109090909090909,1,0,0,0.8909585483052441,0,M
0.0,1.0,0.8214285714285714,1.0,0.8,0.0,0.0,0.1333333333333333,0.0,0.4545454545454545,0.2,1,1,1,0.696471834723108,1,H
1.0,1.0,0.8928571428571429,0.3333333333333333,0.6,0.0,0.0,0.2,0.0,0.3636363636363636,0.109090909090909,1,0,1,0.8986621316313391,0,M
1.0,1.0,0.7142857142857143,0.0,0.6,0.0,0.0,0.2,0.0,0.4545454545454545,0.2,0,0,0,0.928424536705304,0,H
1.0,1.0,0.75,0.0,1.0,0.0,0.0,0.2,0.0,0.0909090909090909,0.0,0,0,0,0.6324841321651127,1,H
0.0,1.0,0.9285714285714286,0.0,1.0,0.0,1.0,0.0,0.0,0.7272727272727273,0.9090909090909092,1,1,1,0.8755865408295934,1,H
1.0,1.0,0.8571428571428571,0.3333333333333333,0.8,0.0,0.0,0.1333333333333333,0.0,0.6363636363636364,0.109090909090909,1,0,0,0.572689541314522,1,H
0.0,1.0,0.9285714285714286,1.0,1.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.9090909090909092,1,1,1,0.9447046980470118,1,H
1.0,1.0,0.9285714285714286,0.0,1.0,0.0,0.0,0.1333333333333333,0.0,0.6363636363636364,0.2,1,1,1,0.809797136406498,1,H
0.0,1.0,0.3928571428571428,0.3333333333333333,0.0,0.0,0.0,0.1333333333333333,0.0,0.1818181818181818,0.109090909090909,0,0,0,0.9322860845595666,0,H
1.0,1.0,0.75,0.0,1.0,0.0,0.0,0.1333333333333333,0.0,0.1818181818181818,0.2,0,0,0,0.5863885599561951,1,H
0.0,1.0,1.0,0.3333333333333333,0.2,0.0,0.0,0.9333333333333332,0.0,0.5454545454545454,0.109090909090909,1,0,1,0.9033009232385172,0,M
0.0,1.0,0.3928571428571428,1.0,0.8,0.0,0.0,0.0666666666666666,0.0,0.4545454545454545,0.2727272727272727,1,1,1,0.7924309390531354,1,H
0.0,1.0,0.3928571428571428,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,1,0,1,0.8519784435420937,0,M
1.0,1.0,0.4642857142857143,0.3333333333333333,0.4,0.0,1.0,0.1333333333333333,0.0,0.5454545454545454,0.1,0,0,0,0.8864780284726453,0,H
0.0,1.0,0.7142857142857143,0.0,0.8,0.0,0.0,1.0,0.0,0.1818181818181818,0.0,1,1,1,0.6438828910713708,1,H
