sex,prev_residence_place,cur_eco_activity,marital_status,edu_level,economic_status,country_birth,household_size,citizenship,age,household_position,expert prediction,machine prediction,ground truth,proba_model,occupation,provider
1.0,1.0,0.75,0.3333333333333333,0.6,0.0,0.0,0.9333333333333332,0.0,0.4545454545454545,0.109090909090909,0,0,0,0.8728343384067266,0,H
1.0,1.0,0.8571428571428571,0.0,0.6,0.0,0.0,0.2,0.0,0.2727272727272727,0.2,1,0,0,0.8816790599443839,0,M
0.0,2.0,0.8571428571428571,0.0,0.6,0.1111111111111111,0.0,0.0666666666666666,0.0,0.0,0.1909090909090909,1,0,0,0.8931267006263579,0,M
1.0,1.0,0.9642857142857144,0.3333333333333333,0.6,0.0,1.0,0.1333333333333333,0.0,0.4545454545454545,0.109090909090909,0,0,0,0.8919723195923823,0,H
0.0,1.0,0.8214285714285714,1.0,0.8,0.0,0.0,0.1333333333333333,0.0,0.4545454545454545,0.2,1,0,1,0.7953702288066504,0,M
1.0,1.0,0.8928571428571429,0.3333333333333333,0.6,0.0,0.0,0.2,0.0,0.3636363636363636,0.109090909090909,1,0,1,0.8602282993584843,0,M
1.0,1.0,0.7142857142857143,0.0,0.6,0.0,0.0,0.2,0.0,0.4545454545454545,0.2,1,0,0,0.8806067553226469,0,M
1.0,1.0,0.75,0.0,1.0,0.0,0.0,0.2,0.0,0.0909090909090909,0.0,1,0,0,0.5338693792025714,1,H
0.0,1.0,0.9285714285714286,0.0,1.0,0.0,1.0,0.0,0.0,0.7272727272727273,0.9090909090909092,1,1,1,0.8327330498024563,1,H
1.0,1.0,0.8571428571428571,0.3333333333333333,0.8,0.0,0.0,0.1333333333333333,0.0,0.6363636363636364,0.109090909090909,0,0,0,0.7979081217824394,0,H
0.0,1.0,0.9285714285714286,1.0,1.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.9090909090909092,0,1,1,0.7841528674979714,1,M
1.0,1.0,0.9285714285714286,0.0,1.0,0.0,0.0,0.1333333333333333,0.0,0.6363636363636364,0.2,0,1,1,0.732096924027694,1,H
0.0,1.0,0.3928571428571428,0.3333333333333333,0.0,0.0,0.0,0.1333333333333333,0.0,0.1818181818181818,0.109090909090909,0,0,0,0.9537974389841862,0,H
1.0,1.0,0.75,0.0,1.0,0.0,0.0,0.1333333333333333,0.0,0.1818181818181818,0.2,0,1,0,0.6842802381340962,1,M
0.0,1.0,1.0,0.3333333333333333,0.2,0.0,0.0,0.9333333333333332,0.0,0.5454545454545454,0.109090909090909,0,0,1,0.9284773597245805,0,H
0.0,1.0,0.3928571428571428,1.0,0.8,0.0,0.0,0.0666666666666666,0.0,0.4545454545454545,0.2727272727272727,1,0,1,0.648341629135997,0,M
0.0,1.0,0.3928571428571428,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,1,0,1,0.9525666864603588,0,M
1.0,1.0,0.4642857142857143,0.3333333333333333,0.4,0.0,1.0,0.1333333333333333,0.0,0.5454545454545454,0.1,0,0,0,0.901739051016246,0,H
0.0,1.0,0.7142857142857143,0.0,0.8,0.0,0.0,1.0,0.0,0.1818181818181818,0.0,0,0,1,0.8167353882711225,0,H
0.0,1.0,0.7857142857142857,0.0,1.0,0.1111111111111111,0.0,0.2,0.0,0.0909090909090909,0.0,0,0,0,0.7954801912984621,0,H
1.0,1.0,0.9285714285714286,0.3333333333333333,0.4,0.0,0.0,0.1333333333333333,0.0,0.7272727272727273,0.109090909090909,0,0,0,0.8909611081416408,0,H
0.0,1.0,0.3928571428571428,0.3333333333333333,0.2,0.0,0.0,0.9333333333333332,0.0,0.5454545454545454,0.109090909090909,0,0,0,0.8426312330004533,0,H
1.0,1.0,0.9642857142857144,0.3333333333333333,0.6,0.0,0.0,0.1333333333333333,0.0,0.4545454545454545,0.109090909090909,0,0,0,0.8878075175630052,0,H
0.0,1.0,0.4642857142857143,0.0,0.4,0.0,0.0,0.2,0.0,0.0909090909090909,0.0,1,0,1,0.9578142460338092,0,M
1.0,1.0,0.7857142857142857,0.3333333333333333,0.6,1.0,0.0,0.2,0.0,0.3636363636363636,0.109090909090909,1,1,0,0.8103769822489323,1,H
0.0,1.0,1.0,0.3333333333333333,0.4,1.0,0.0,0.2,0.0,0.8181818181818182,0.109090909090909,0,1,1,0.9262705451420302,1,M
0.0,1.0,0.8571428571428571,0.3333333333333333,0.8,0.0,1.0,0.2,0.0,0.4545454545454545,0.109090909090909,1,0,1,0.6144804639326172,0,H
0.0,1.0,0.8571428571428571,0.0,1.0,0.0,1.0,0.0,0.0,0.2727272727272727,0.9090909090909092,1,1,1,0.8142039174219975,1,H
1.0,1.0,0.9642857142857144,1.0,0.6,0.0,1.0,0.0,0.0,0.6363636363636364,0.9090909090909092,1,0,0,0.9014081469609716,0,M
1.0,1.0,0.9642857142857144,1.0,1.0,0.0,1.0,0.1333333333333333,0.0,0.7272727272727273,0.2,1,1,1,0.6497057808363206,1,H
0.0,1.0,0.7142857142857143,0.3333333333333333,0.6,0.0,0.0,1.0,0.0,0.7272727272727273,0.109090909090909,1,0,1,0.9381507731004112,0,M
0.0,1.0,0.7142857142857143,0.3333333333333333,0.6,1.0,0.0,0.2,0.0,0.2727272727272727,0.109090909090909,1,1,1,0.8893018280465849,0,H
1.0,1.0,0.7142857142857143,0.0,1.0,0.0,0.0,0.9333333333333332,0.0,0.0909090909090909,0.0,0,0,0,0.6418398842405605,1,H
1.0,1.0,0.7142857142857143,0.0,0.4,0.0,0.0,0.1333333333333333,0.0,0.1818181818181818,1.0,0,0,0,0.9274174950946256,0,H
1.0,1.0,0.3928571428571428,0.0,0.6,0.0,0.5,0.0,0.5,0.2727272727272727,0.9090909090909092,1,0,0,0.8986781402130485,0,M
1.0,1.0,0.8571428571428571,0.0,0.2,0.1111111111111111,0.0,0.0666666666666666,0.0,0.0909090909090909,0.1909090909090909,1,0,1,0.8989392906916297,0,M
1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.1333333333333333,0.0,0.3636363636363636,0.2,0,0,0,0.9462851921490162,0,H
0.0,1.0,0.75,0.3333333333333333,0.4,0.0,0.0,0.9333333333333332,0.0,0.3636363636363636,0.109090909090909,1,0,0,0.9495747229488336,0,M
1.0,1.0,1.0,0.0,0.6,0.1111111111111111,0.0,0.0,0.0,0.1818181818181818,0.9090909090909092,1,0,0,0.8031046152079405,0,M
1.0,2.0,0.75,0.0,0.4,0.1111111111111111,0.0,0.0,0.0,0.0,0.9090909090909092,1,0,0,0.959659220135353,1,H
0.0,1.0,0.7142857142857143,0.0,0.6,0.0,1.0,0.0666666666666666,1.0,0.1818181818181818,0.0,0,0,0,0.9497646285431592,0,H
0.0,1.0,0.75,0.3333333333333333,0.6,0.0,1.0,0.2,0.0,0.4545454545454545,0.109090909090909,0,0,0,0.9250012589460314,0,H
0.0,1.0,0.9285714285714286,0.0,0.8,0.0,0.0,0.0,0.0,0.0909090909090909,0.9090909090909092,1,0,1,0.8219866998591335,0,M
0.0,1.0,0.9642857142857144,1.0,1.0,0.0,0.0,0.2,0.0,0.5454545454545454,0.2,0,1,1,0.8307175790347066,0,H
1.0,1.0,0.9285714285714286,0.0,0.4,0.0,0.0,0.0,0.0,0.7272727272727273,0.9090909090909092,0,0,1,0.9265962145025672,0,H
1.0,1.0,0.9642857142857144,0.3333333333333333,1.0,0.0,0.0,0.9333333333333332,0.0,0.4545454545454545,0.109090909090909,1,1,1,0.6493286239786152,1,H
1.0,1.0,0.4642857142857143,0.3333333333333333,0.4,1.0,0.0,0.9333333333333332,0.0,0.4545454545454545,0.109090909090909,1,1,1,0.834155159723606,1,H
0.0,1.0,0.8928571428571429,0.3333333333333333,0.6,0.0,0.0,0.2,0.0,0.7272727272727273,0.109090909090909,0,0,1,0.9440756552489112,0,H
1.0,2.0,0.7857142857142857,0.0,0.6,0.0,0.0,0.0666666666666666,0.0,0.1818181818181818,0.1909090909090909,0,0,1,0.7997444425352268,0,H
1.0,1.0,0.8571428571428571,0.3333333333333333,0.6,0.0,1.0,0.1333333333333333,0.0,0.6363636363636364,0.109090909090909,0,0,0,0.8755900444822481,0,H
1.0,1.0,0.0,0.3333333333333333,0.6,1.0,0.0,0.2,0.0,0.2727272727272727,0.109090909090909,1,1,1,0.7062293676173884,1,H
1.0,1.0,0.9642857142857144,0.3333333333333333,0.6,0.0,0.0,0.2,0.0,0.1818181818181818,0.1,0,0,0,0.8511915941563416,0,H
1.0,1.0,0.7857142857142857,0.0,0.4,0.0,0.0,0.2,0.0,0.2727272727272727,0.2,1,0,0,0.8949509153778478,0,M
