c_charge_degree,priors_count,juv_fel_count,race,age,juv_other_count,sex,juv_misd_count,expert prediction,machine prediction,ground truth,proba_model,did_recid,provider
0.6,0.0344827586206896,0.0,0.8,0.0909090909090909,0.0,0.0,0.0,0,0,0,0.7865527074874902,0,H
0.2,0.0689655172413793,0.0,1.0,0.1558441558441558,0.0,0.0,0.0,1,0,0,0.8601481967017786,0,M
0.2,0.0344827586206896,0.0,0.8,0.0909090909090909,0.0,0.0,0.0,0,0,1,0.8187229772278682,0,H
0.6,0.0344827586206896,0.0,0.4,0.1038961038961039,0.0,1.0,0.0,1,0,1,0.8332308766022212,0,M
0.4,0.0,0.0,1.0,0.0519480519480519,0.0,1.0,0.0,1,0,1,0.5796233275154695,1,H
0.2,0.2413793103448276,0.0,0.6,0.1168831168831168,0.0,1.0,0.0,0,0,0,0.7819401436563359,0,H
0.6,0.1379310344827586,0.0,0.8,0.3766233766233766,0.0,0.0,0.0,1,0,0,0.8805069870725165,1,H
0.6,0.0689655172413793,0.0,0.4,0.4285714285714285,0.0,1.0,0.0,1,0,0,0.8842320193552796,0,M
0.4,0.2758620689655172,0.0,1.0,0.1558441558441558,0.0,1.0,0.0,1,1,1,0.6052654228554951,1,H
0.2,0.0,0.0,0.8,0.2337662337662337,0.0,0.0,0.0,0,0,0,0.8531651046079007,0,H
0.6,0.0,0.0,0.4,0.0779220779220779,0.0,1.0,0.0,1,0,0,0.8630805607129993,0,M
1.0,0.0,0.0,0.6,0.3896103896103896,0.0,1.0,0.0,1,0,0,0.8850638858216356,0,M
0.4,0.0,0.0,1.0,0.0649350649350649,0.0,1.0,0.0,0,0,1,0.5793866885494852,0,H
0.6,0.2758620689655172,0.0,1.0,0.2337662337662337,0.0,1.0,0.0,1,1,1,0.5021029753941013,1,H
0.8,0.3793103448275862,0.0,1.0,0.1038961038961039,0.0,1.0,0.0,0,0,1,0.598399132001774,0,H
0.8,0.1379310344827586,0.0,1.0,0.0259740259740259,0.0,1.0,0.0,0,0,0,0.6572757127037907,0,H
0.8,0.0,0.0,1.0,0.0389610389610389,0.0,1.0,0.0,1,0,1,0.6044795711620391,1,H
0.4,0.0689655172413793,0.0,0.8,0.1948051948051948,0.0,1.0,0.0,0,0,0,0.6087472620417863,0,H
0.8,0.0344827586206896,0.0,1.0,0.0389610389610389,0.0,1.0,0.0,0,0,1,0.5512574972803255,0,H
0.6,0.6896551724137931,0.4,1.0,0.1428571428571428,0.0,1.0,0.0,1,1,1,0.7213329955663423,1,H
0.6,0.0,0.0,0.8,0.2597402597402597,0.0,0.0,0.0,0,0,1,0.832543048367042,0,H
0.4,0.4827586206896552,0.0,0.8,0.4545454545454545,0.0,1.0,0.0,1,0,1,0.5613093902741381,1,H
0.6,0.0,0.0,0.8,0.2597402597402597,0.0,1.0,0.0,0,0,0,0.7860823809984401,0,H
0.6,0.0689655172413793,0.0,1.0,0.1168831168831168,0.1428571428571428,1.0,0.0,1,0,1,0.6031115902195666,1,H
0.6,0.6551724137931034,0.0,1.0,0.3636363636363636,0.1428571428571428,1.0,0.0,1,1,1,0.6010285793968889,1,H
0.6,0.1379310344827586,0.0,1.0,0.0129870129870129,0.1428571428571428,1.0,0.0833333333333333,0,1,1,0.629041219650489,1,H
0.6,0.1034482758620689,0.0,0.4,0.0779220779220779,0.0,1.0,0.0,0,0,0,0.7453636558087964,0,H
0.8,0.0,0.0,1.0,0.1168831168831168,0.0,0.0,0.0,0,0,0,0.7973861259682202,0,H
0.4,0.0,0.0,0.6,0.0129870129870129,0.0,0.0,0.0,1,0,0,0.7795264132478593,0,M
0.6,0.0689655172413793,0.0,0.8,0.0649350649350649,0.0,0.0,0.0,0,0,0,0.8026018931460369,0,H
0.4,0.0689655172413793,0.0,0.8,0.4155844155844156,0.0,1.0,0.0,0,0,0,0.8725792948549648,0,H
0.6,0.3448275862068966,0.0,1.0,0.1558441558441558,0.0,1.0,0.0,1,1,1,0.5374137251377512,1,H
0.6,0.3103448275862069,0.0,0.8,0.2597402597402597,0.0,1.0,0.0,1,0,1,0.5427640767074194,0,H
0.0,0.3103448275862069,0.0,0.8,0.0909090909090909,0.0,1.0,0.0,1,0,1,0.6177809450909864,1,H
0.4,0.2068965517241379,0.0,0.8,0.1688311688311688,0.2857142857142857,1.0,0.0,1,1,0,0.5315944609777843,1,H
0.6,0.4482758620689655,0.0,1.0,0.2337662337662337,0.0,1.0,0.0,0,1,0,0.5802358275402659,0,H
0.6,0.0344827586206896,0.0,1.0,0.4285714285714285,0.0,1.0,0.0,0,0,0,0.7770946576358263,0,H
0.2,0.0344827586206896,0.0,1.0,0.0519480519480519,0.0,1.0,0.0,0,0,0,0.5815728064667214,0,H
0.6,0.3103448275862069,0.0,1.0,0.2597402597402597,0.0,1.0,0.0,1,0,0,0.5330054951702061,1,H
0.4,0.0,0.0,1.0,0.0389610389610389,0.0,0.0,0.0,1,0,0,0.5964163858375938,1,H
0.6,0.0689655172413793,0.0,0.8,0.1948051948051948,0.0,1.0,0.0,1,0,1,0.6883411338133361,0,M
1.0,0.2758620689655172,0.2,1.0,0.4155844155844156,0.0,1.0,0.0,0,1,0,0.5964280598141434,0,H
0.4,0.1034482758620689,0.4,1.0,0.0649350649350649,0.0,1.0,0.0833333333333333,1,1,1,0.5782460978551017,1,H
0.4,0.2068965517241379,0.0,1.0,0.1038961038961039,0.0,1.0,0.0,0,0,1,0.7047175241552995,0,H
0.6,0.0,0.0,0.4,0.0389610389610389,0.0,1.0,0.0,0,0,1,0.8314421371140631,0,H
0.4,0.0,0.0,0.4,0.1818181818181818,0.0,1.0,0.0,0,0,0,0.8884979334971919,0,H
0.8,0.0,0.0,0.6,0.4675324675324675,0.0,0.0,0.0,0,0,0,0.8319487230727449,0,H
0.4,0.1379310344827586,0.0,1.0,0.1818181818181818,0.0,1.0,0.0,0,0,1,0.7531225296260593,0,H
0.6,0.0,0.0,1.0,0.0779220779220779,0.0,0.0,0.0,1,0,0,0.8335388801230174,0,M
0.2,0.1724137931034483,0.0,1.0,0.1948051948051948,0.0,1.0,0.0,0,0,0,0.7054286891298573,0,H
0.2,0.0,0.0,0.8,0.6493506493506493,0.0,1.0,0.0,0,0,0,0.8847155366479168,0,H
