juv_fel_count,race,juv_other_count,c_charge_degree,priors_count,sex,age,juv_misd_count,expert prediction,machine prediction,ground truth,proba_model,did_recid,provider
0.0,0.6,0.0,0.2,0.0357142857142857,1.0,0.3116883116883117,0.0,0,0,1,0.7029149269991837,0,H
0.0,0.8,0.0,0.8,0.1428571428571428,1.0,0.3116883116883117,0.0,0,0,1,0.6820446111278069,0,H
0.0,0.8,0.6,0.6,0.0,1.0,0.0129870129870129,0.0,1,0,1,0.59743660455604,1,H
0.0,1.0,0.0,0.2,0.3214285714285714,1.0,0.2207792207792207,0.0,0,1,0,0.5810868054009642,1,H
0.0,0.4,0.0,0.4,0.0,1.0,0.1428571428571428,0.0,1,0,1,0.7248811495274957,1,H
0.0,0.8,0.0,0.4,0.0,0.0,0.4155844155844156,0.0,0,0,1,0.6299579232695423,0,H
0.0,0.2,0.0,0.4,0.0357142857142857,1.0,0.0389610389610389,0.0,1,0,0,0.6738665328847364,1,H
0.0,0.8,0.0,0.6,0.1785714285714285,0.0,0.0259740259740259,0.0,0,0,0,0.5443751342099472,0,H
0.0,0.8,0.0,0.8,0.0,1.0,0.0779220779220779,0.0,1,0,1,0.6038953004030383,1,H
0.0,1.0,0.0,0.4,0.1071428571428571,1.0,0.0909090909090909,0.0,0,0,1,0.5238330566079377,1,H
0.0,0.6,0.0,0.4,0.0714285714285714,0.0,0.4805194805194805,0.0,0,0,1,0.72026263104374,0,H
0.0,1.0,0.0,0.6,1.0,1.0,0.1298701298701298,0.0,1,1,1,0.5973216621245001,1,H
0.0,0.6,0.0,0.4,0.0,1.0,0.3636363636363636,0.0,0,0,0,0.6755959470370336,0,H
0.0,0.8,0.0,0.8,0.0,0.0,0.4285714285714285,0.0,1,0,0,0.7843918568822336,1,H
0.0,1.0,0.0,0.6,0.0344827586206896,1.0,0.0129870129870129,0.0,1,0,1,0.5832321318884456,1,H
0.0,0.4,0.0,0.4,0.0689655172413793,1.0,0.0649350649350649,0.0,0,1,0,0.5125976988846184,0,H
0.0,0.6,0.2,0.6,0.0,1.0,0.0389610389610389,0.0,0,0,0,0.6459056184205513,0,H
0.0,1.0,0.0,0.0,0.1034482758620689,1.0,0.0909090909090909,0.0,0,0,1,0.6186321223862967,1,H
0.0,1.0,0.0,0.0,0.0689655172413793,1.0,0.0259740259740259,0.0,1,0,1,0.6585699913740113,1,H
0.0,0.8,0.0,0.6,0.0344827586206896,1.0,0.2987012987012987,0.0,0,0,1,0.5739152769664064,0,H
